BM1,14.84400000,-91.53500000,2395.00000000,
1,-9.40100000,-96.45600000,2395.35300000,
2,-12.27200000,-86.16800000,2394.90600000,
3,-16.63100000,-71.49200000,2394.07300000,
4,-19.36100000,-61.78100000,2393.39100000,
5,-23.24200000,-46.95500000,2392.42000000,
6,-14.21900000,-46.96500000,2392.54600000,
7,3.48200000,-42.92500000,2392.23300000,
8,17.10000000,-39.30500000,2392.23000000,
9,30.41700000,-35.09400000,2392.35200000,
10,31.38400000,-34.93200000,2392.31400000,
11,35.00200000,-49.92700000,2392.33400000,
12,17.31700000,-54.58600000,2392.30500000,
13,-10.12800000,-60.76700000,2392.51500000,
14,-12.35200000,-61.14600000,2393.41500000,
15,-9.91500000,-72.30000000,2394.38600000,
16,-7.14100000,-71.43000000,2392.44300000,
17,17.89000000,-64.10600000,2392.38000000,
18,36.78300000,-59.57900000,2392.31700000,
19,39.86200000,-70.15200000,2392.52600000,
20,19.16700000,-75.37400000,2392.59000000,
21,-4.49900000,-82.13400000,2392.63700000,
22,-7.43900000,-82.89000000,2394.90900000,
23,-4.56500000,-94.93000000,2395.64600000,
24,-1.87900000,-94.90600000,2395.26000000,
25,-1.36900000,-93.88200000,2393.02600000,
26,8.82700000,-90.83500000,2392.73100000,
27,9.13000000,-92.10800000,2394.71900000,
28,20.95600000,-89.14700000,2394.70300000,
29,20.71500000,-87.89300000,2392.51300000,
30,43.45400000,-82.02900000,2392.88000000,
31,43.62700000,-82.41500000,2394.53800000,
32,44.95100000,-88.47200000,2394.58000000,
33,33.10200000,-91.53100000,2394.58800000,
34,24.44000000,-94.01600000,2394.59200000,
35,22.25900000,-94.90400000,2394.58300000,
37,24.25600000,-95.75600000,2394.57100000,
37,24.25600000,-95.75600000,2394.57100000,
37,24.25600000,-95.75600000,2394.57100000,
36,20.75800000,-95.20500000,2395.79700000,
38,26.41700000,-103.19700000,2394.54700000,
39,24.51800000,-103.98700000,2394.51800000,
40,23.06000000,-104.24700000,2395.95600000,
41,24.87900000,-112.70400000,2396.41300000,
42,26.66100000,-112.63900000,2394.51300000,
43,28.50300000,-111.83300000,2394.54000000,
44,30.66000000,-120.53900000,2394.54000000,
45,28.65600000,-120.78200000,2394.52000000,
46,27.04300000,-121.58200000,2396.97700000,
47,32.24100000,-142.55600000,2398.52500000,
48,33.76000000,-141.06300000,2394.43400000,
49,35.59400000,-140.43500000,2394.54300000,
50,12.58900000,-94.83800000,2395.77600000,
51,15.70500000,-105.77500000,2395.79000000,
52,19.81800000,-121.93500000,2396.83600000,
53,25.30100000,-142.21700000,2398.17000000,
54,12.15200000,-141.66400000,2398.14300000,
55,4.53200000,-141.36400000,2398.24300000,
56,2.19100000,-139.34000000,2398.01600000,
57,-1.16200000,-126.56900000,2397.18700000,
58,8.46500000,-125.68800000,2396.95700000,
59,6.02400000,-116.00800000,2396.32100000,
61,-3.12700000,-119.41100000,2396.71000000,
62,-8.19300000,-100.02200000,2395.91500000,
63,1.34700000,-97.62100000,2395.95900000,
64,12.99500000,-94.88100000,2395.91200000,
